car_ID,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
0.0,1.0,0.05830903790087462,0.4134328358208958,0.31666666666666643,0.08333333333333333,0.41117145073700545,0.26037735849056604,0.6642857142857145,0.2904761904761906,0.125,0.2625,0.3469387755102041,0.2222222222222222,0.2894736842105263,0.20795888982672162
0.004901960784313725,1.0,0.05830903790087462,0.4134328358208958,0.31666666666666643,0.08333333333333333,0.41117145073700545,0.26037735849056604,0.6642857142857145,0.2904761904761906,0.125,0.2625,0.3469387755102041,0.2222222222222222,0.2894736842105263,0.2825579663373219
0.00980392156862745,0.6,0.2303206997084549,0.4492537313432835,0.43333333333333357,0.38333333333333347,0.5178432893716058,0.3433962264150943,0.10000000000000009,0.6666666666666669,0.125,0.44166666666666665,0.3469387755102041,0.16666666666666666,0.2631578947368421,0.2825579663373219
0.014705882352941176,0.8,0.38483965014577254,0.5298507462686567,0.49166666666666714,0.5416666666666666,0.32932505818463925,0.1811320754716981,0.46428571428571425,0.6333333333333333,0.1875,0.225,0.5510204081632653,0.3055555555555556,0.3684210526315789,0.21925425748473262
0.0196078431372549,0.8,0.3731778425655979,0.5298507462686567,0.5083333333333341,0.5416666666666666,0.5182311869666408,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.0625,0.2791666666666667,0.5510204081632653,0.1388888888888889,0.15789473684210525,0.30614170100789434
0.024509803921568627,0.8,0.38483965014577254,0.5402985074626868,0.5,0.44166666666666704,0.39526764934057407,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.09375,0.25833333333333336,0.5510204081632653,0.16666666666666666,0.23684210526315788,0.25152673650762125
0.029411764705882353,0.6,0.5597667638483964,0.7701492537313432,0.9250000000000007,0.6583333333333338,0.525989138867339,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.09375,0.25833333333333336,0.5510204081632653,0.16666666666666666,0.23684210526315788,0.3125961968124721
0.03431372549019608,0.6,0.5597667638483964,0.7701492537313432,0.9250000000000007,0.6583333333333338,0.5686578743211792,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.09375,0.25833333333333336,0.5510204081632653,0.16666666666666666,0.23684210526315788,0.3426344272876223
0.0392156862745098,0.6,0.5597667638483964,0.7701492537313432,0.9250000000000007,0.6750000000000002,0.6198603568657874,0.2641509433962264,0.4214285714285714,0.6333333333333333,0.08125000000000004,0.38333333333333336,0.5510204081632653,0.1111111111111111,0.10526315789473684,0.4656422223325555
0.04411764705882353,0.4,0.37609329446064144,0.553731343283582,0.6333333333333341,0.35000000000000026,0.6070597362296354,0.2641509433962264,0.4214285714285714,0.6333333333333333,0.0,0.4666666666666667,0.5510204081632653,0.08333333333333333,0.15789473684210525,0.3162992651804777
