car_ID,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
-1.0,1.0,-0.8833819241982508,-0.1731343283582084,-0.36666666666666714,-0.8333333333333334,-0.1776570985259891,-0.47924528301886793,0.32857142857142896,-0.4190476190476188,-0.75,-0.475,-0.30612244897959184,-0.5555555555555556,-0.42105263157894735,-0.5840822203465568
-0.9901960784313726,1.0,-0.8833819241982508,-0.1731343283582084,-0.36666666666666714,-0.8333333333333334,-0.1776570985259891,-0.47924528301886793,0.32857142857142896,-0.4190476190476188,-0.75,-0.475,-0.30612244897959184,-0.5555555555555556,-0.42105263157894735,-0.4348840673253562
-0.9803921568627451,0.19999999999999996,-0.5393586005830902,-0.101492537313433,-0.13333333333333286,-0.23333333333333306,0.03568657874321168,-0.31320754716981136,-0.7999999999999998,0.3333333333333337,-0.75,-0.1166666666666667,-0.30612244897959184,-0.6666666666666667,-0.4736842105263158,-0.4348840673253562
-0.9705882352941176,0.6000000000000001,-0.23032069970845492,0.05970149253731338,-0.01666666666666572,0.08333333333333326,-0.3413498836307215,-0.6377358490566039,-0.07142857142857151,0.2666666666666666,-0.625,-0.55,0.1020408163265305,-0.38888888888888884,-0.26315789473684215,-0.5614914850305348
-0.9607843137254902,0.6000000000000001,-0.25364431486880423,0.05970149253731338,0.016666666666668162,0.08333333333333326,0.03646237393328167,-0.4339622641509434,-0.07142857142857151,0.2666666666666666,-0.875,-0.44166666666666665,0.1020408163265305,-0.7222222222222222,-0.6842105263157895,-0.3877165979842113
-0.9509803921568627,0.6000000000000001,-0.23032069970845492,0.08059701492537363,0.0,-0.11666666666666592,-0.20946470131885186,-0.4339622641509434,-0.07142857142857151,0.2666666666666666,-0.8125,-0.4833333333333333,0.1020408163265305,-0.6666666666666667,-0.5263157894736843,-0.4969465269847575
-0.9411764705882353,0.19999999999999996,0.11953352769679282,0.5402985074626865,0.8500000000000014,0.31666666666666754,0.051978277734678,-0.4339622641509434,-0.07142857142857151,0.2666666666666666,-0.8125,-0.4833333333333333,0.1020408163265305,-0.6666666666666667,-0.5263157894736843,-0.37480760637505584
-0.9313725490196079,0.19999999999999996,0.11953352769679282,0.5402985074626865,0.8500000000000014,0.31666666666666754,0.1373157486423584,-0.4339622641509434,-0.07142857142857151,0.2666666666666666,-0.8125,-0.4833333333333333,0.1020408163265305,-0.6666666666666667,-0.5263157894736843,-0.31473114542475544
-0.9215686274509804,0.19999999999999996,0.11953352769679282,0.5402985074626865,0.8500000000000014,0.3500000000000003,0.23972071373157489,-0.4716981132075472,-0.15714285714285725,0.2666666666666666,-0.8374999999999999,-0.23333333333333328,0.1020408163265305,-0.7777777777777778,-0.7894736842105263,-0.06871555533488904
-0.9117647058823529,-0.19999999999999996,-0.24781341107871713,0.10746268656716396,0.26666666666666816,-0.2999999999999995,0.21411947245927077,-0.4716981132075472,-0.15714285714285725,0.2666666666666666,-1.0,-0.06666666666666665,0.1020408163265305,-0.8333333333333334,-0.6842105263157895,-0.36740146963904463
